symbol,roa,roe,mce,niev,aegr,afcf,inc,avrt,wacc,ytd,exp_rat,debt / assets,inc / earn,roc
TRTL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
APLD,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
ARIS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
ABM,0.0,0.0,0.0,0.0,0.0,0.0,['1985'],0.0,0.0,10.0,0.0,0.0,0.0,0.0
AVNW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
AVNW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
AGRO,0.01,0.03,0.91,0.14,10455.18,-50.81,,0.02,0.05,50.5,0.76,0.27,0.29,0.01
BHR,-0.02,-0.11,0.58,-0.12,-9539.69,-134.55,,-0.08,-0.19,-14.4,1.0,0.62,223.56,-0.02
BHR,-0.02,-0.11,0.58,-0.12,-9539.69,-134.55,,-0.08,-0.19,-14.4,1.0,0.62,223.56,-0.02
URBN,0.07,0.12,1.6,0.11,8295.96,154.25,['1970'],0.13,0.13,8.99,0.91,0.0,0.0,0.09
AMPG,-0.07,-0.53,0.77,-0.21,-5694.98,-440.78,,-0.34,-0.34,-6.34,1.97,0.01,-0.01,-0.08
AWX,0.0,0.0,0.28,0.18,4605.09,12.05,['1998'],0.0,0.02,inf,0.99,0.25,2.06,0.0
AWX,0.0,0.0,0.28,0.18,4605.09,12.05,['1998'],0.0,0.02,inf,0.99,0.25,2.06,0.0
UIHC,-0.02,-0.12,0.04,-4.36,-3405.92,-290.71,['1999'],-0.08,-0.04,-12.9,1.12,0.06,-0.13,-0.07
VZIO,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
WTTR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
TSE,0.06,0.24,0.9,0.48,1769.89,-4.85,,0.18,0.08,6.36,0.91,0.49,0.17,0.07
WOW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
CALM,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
CALM,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
UIS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BKR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BKR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
ASPS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
ASPS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
YSG,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
AZRE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
AZRE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
AEG,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
WHLR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
TRMR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
WYY,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
VTRS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
TJX,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
VGZ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
ZM,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BTTR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BTTR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
YALA,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
AOMR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
TURN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
ARBK,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
XBIT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BATL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BATL,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
AMRK,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BMRN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BMRN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
TLK,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
CAAP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
CAAP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
VNET,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BCSF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BCSF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
AKBA,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BEDU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BEDU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
VOD,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
ATUS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
ATUS,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BON,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BON,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
CCU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
CCU,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
ALTG,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BKCC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BKCC,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BLIN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BLIN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BKNG,0.11,0.37,13.19,0.01,599.16,-812.14,['1997'],0.3,0.14,4.73,0.76,0.38,0.13,0.15
BKNG,0.11,0.37,13.19,0.01,599.16,-812.14,['1997'],0.3,0.14,4.73,0.76,0.38,0.13,0.15
BEST,-0.03,-0.3,0.09,1.34,242.53,-155.71,,-0.18,-0.06,-6.16,1.13,0.16,-0.1,-0.09
BEST,-0.03,-0.3,0.09,1.34,242.53,-155.71,,-0.18,-0.06,-6.16,1.13,0.16,-0.1,-0.09
UWMC,0.1,0.76,46.44,0.01,324.13,133576.99,['1986'],0.48,0.02,2.28,0.48,0.75,0.16,0.14
AMG,0.03,0.09,2.26,0.09,424.71,-2.03,['1993'],0.08,0.06,13.1,0.63,0.28,0.12,0.03
VST,0.0,-0.0,1.83,-0.11,-716.77,-107.95,['1882'],0.0,0.01,inf,1.12,0.36,-0.24,0.0
TLIS,-1.03,0.43,0.06,-14.24,123.73,-44.32,,-0.82,-0.82,-9.42,24.41,0.0,0.0,-1.3
TCOM,0.01,0.01,0.16,-0.03,100.37,-193.05,['1999'],0.02,0.03,50.3,1.07,0.06,-1.11,0.01
YPF,-0.0,-0.01,0.0,0.08,-61.39,-39.28,['1977'],-0.0,0.02,-inf,0.93,0.28,0.76,-0.01
VNCE,-0.04,-0.25,1.68,-0.14,-683.01,63.21,,-0.16,-0.57,-11.95,1.0,0.26,17.82,-0.05
BWMX,0.22,1.8,0.2,7.15,154.25,-25.57,['1995'],1.12,0.54,6.29,0.73,0.28,0.03,0.44
BWMX,0.22,1.8,0.2,7.15,154.25,-25.57,['1995'],1.12,0.54,6.29,0.73,0.28,0.03,0.44
ANDE,0.01,0.04,1.16,0.08,378.32,-216.84,['1947'],0.03,0.04,33.73,0.99,0.13,0.22,0.02
BIDU,0.05,0.09,0.16,0.31,281.81,48.63,,0.1,0.08,10.8,0.91,0.18,0.32,0.06
BIDU,0.05,0.09,0.16,0.31,281.81,48.63,,0.1,0.08,10.8,0.91,0.18,0.32,0.06
TGS,0.13,0.25,0.01,14.95,96.89,-102.71,['1992'],0.26,0.2,5.85,0.62,0.24,0.13,0.14
AE,0.02,0.04,1.04,0.07,395.19,-81.97,['1947'],0.04,0.04,25.4,0.99,0.0,0.05,0.03
AIH,-0.37,1.08,-0.18,-20.38,-92.35,-264.91,['1997'],0.17,0.01,5.98,1.53,0.2,-0.08,-4.32
AMST,-1.12,-1.41,0.57,-1.94,53.97,-29.05,,-1.83,-1.83,-18.85,13.99,0.0,-0.0,-1.41
VIRI,-10.31,-0.03,0.17,-6.41,129.85,-54.77,,-10.32,,,inf,,,0.53
BRFS,-0.02,-0.1,0.18,0.27,62.84,-0.22,['1934'],-0.07,0.03,-13.99,0.94,0.4,0.63,-0.02
BDL,0.05,0.11,1.04,0.22,297.09,27.61,['1959'],0.11,0.09,9.99,0.94,0.15,0.11,0.06
BDL,0.05,0.11,1.04,0.22,297.09,27.61,['1959'],0.11,0.09,9.99,0.94,0.15,0.11,0.06
ARI,0.03,0.07,0.73,0.13,342.96,15.41,,0.06,0.02,16.87,0.28,0.71,0.0,0.03
CDAK,-0.49,-1.54,0.31,-2.28,11.05,29.82,,-1.26,-0.82,-8.99,4.03,0.15,-0.04,-0.56
CDAK,-0.49,-1.54,0.31,-2.28,11.05,29.82,,-1.26,-0.82,-8.99,4.03,0.15,-0.04,-0.56
CDMO,0.05,0.14,5.29,0.14,326.63,-328.64,['1981'],0.12,0.01,8.43,0.87,0.32,0.17,0.04
CDMO,0.05,0.14,5.29,0.14,326.63,-328.64,['1981'],0.12,0.01,8.43,0.87,0.32,0.17,0.04
ALGS,-0.36,0.18,0.22,-3.14,123.25,-50.25,,-0.27,-0.27,-6.4,30.44,0.0,-0.0,-0.42
ASX,0.05,0.15,0.05,4.72,54.02,0.59,['1984'],0.12,0.08,9.13,0.89,0.24,0.05,0.08
ASX,0.05,0.15,0.05,4.72,54.02,0.59,['1984'],0.12,0.08,9.13,0.89,0.24,0.05,0.08
BAP,0.02,0.12,0.44,0.31,282.84,-114.38,['1889'],0.08,0.03,12.8,0.58,0.17,0.0,0.05
BAP,0.02,0.12,0.44,0.31,282.84,-114.38,['1889'],0.08,0.03,12.8,0.58,0.17,0.0,0.05
BTG,0.11,0.14,1.24,0.12,331.6,-7.87,,0.18,0.18,7.36,0.6,0.01,0.02,0.11
BTG,0.11,0.14,1.24,0.12,331.6,-7.87,,0.18,0.18,7.36,0.6,0.01,0.02,0.11
VSAT,-0.0,-0.01,0.91,-0.01,-820.53,33.47,['1986'],-0.0,0.0,-inf,0.98,0.38,0.69,-0.01
VHC,-0.94,-1.24,0.48,-0.48,-567.3,-233.82,,-1.56,-1.56,-16.24,470.4,0.0,0.0,-1.23
VVI,-0.11,-4.62,94.09,-0.16,-642.71,-53.85,['1926'],-2.42,0.03,-0.11,1.11,0.37,-0.49,-0.12
USX,0.01,0.05,0.42,0.09,-254.92,33.23,['1985'],0.04,0.05,25.5,0.99,0.22,0.79,0.02
TPHS,-0.02,-0.09,0.3,-0.91,0.0,-16.2,['1959'],-0.06,0.0,-16.67,0.0,0.73,-0.33,-0.02
BKKT,-0.14,-0.27,0.2,-1.97,135.78,-26.84,,-0.28,-0.28,-6.37,5.65,0.0,-0.0,-0.16
BKKT,-0.14,-0.27,0.2,-1.97,135.78,-26.84,,-0.28,-0.28,-6.37,5.65,0.0,-0.0,-0.16
BAND,0.01,0.0,1.24,-0.05,-662.39,-29.33,,0.01,-0.03,99.7,1.0,0.46,-16.5,0.02
BAND,0.01,0.0,1.24,-0.05,-662.39,-29.33,,0.01,-0.03,99.7,1.0,0.46,-16.5,0.02
VVOS,-0.88,0.1,0.52,-1.52,35.94,-17.97,,-0.83,,,2.15,,-0.0,1.04
WYNN,-0.04,2.44,-42.18,-0.08,-640.95,98.18,,1.18,0.03,1.15,1.1,0.95,-1.65,-0.04
YMTX,-0.87,-0.5,0.78,-2.15,28.41,-12.18,,-1.12,-0.79,-8.79,5.82,0.12,-0.05,-1.19
BBU,0.0,0.03,0.64,0.18,-245.68,323.19,,0.02,0.05,50.5,0.95,0.42,0.61,0.0
BBU,0.0,0.03,0.64,0.18,-245.68,323.19,,0.02,0.05,50.5,0.95,0.42,0.61,0.0
CADL,-0.35,0.4,0.76,-0.74,109.44,-52.78,,-0.15,-0.15,-8.17,202.38,0.01,-0.0,-0.38
CADL,-0.35,0.4,0.76,-0.74,109.44,-52.78,,-0.15,-0.15,-8.17,202.38,0.01,-0.0,-0.38
ACHL,-0.24,-0.27,0.27,-0.78,108.16,-50.61,,-0.38,-0.38,-6.43,inf,0.0,0.0,-0.26
AMK,0.01,0.02,1.76,0.01,410.09,-19.33,['1996'],0.02,0.02,50.2,0.89,0.08,0.06,0.01
VINP,0.35,2.81,0.4,0.37,67.46,-36.46,,1.76,,,0.48,,0.05,0.67
BGRY,-0.48,-0.0,1.5,-0.71,91.26,-48.94,,-0.48,-0.48,-6.88,4.23,0.0,0.0,-0.61
BGRY,-0.48,-0.0,1.5,-0.71,91.26,-48.94,,-0.48,-0.48,-6.88,4.23,0.0,0.0,-0.61
ASM,-0.14,-0.18,0.91,-0.03,-727.89,29.95,['1968'],-0.23,,,1.15,,-0.01,-0.16
WDH,-0.22,0.26,0.16,-2.48,99.09,-40.35,,-0.09,-0.09,-12.01,1.58,0.0,0.0,-0.37
TALS,-0.26,0.49,0.26,-0.77,67.86,-31.39,['1988'],-0.02,-0.02,-50.2,inf,0.0,0.0,-0.27
TKC,0.07,0.18,0.17,1.3,36.63,-43.08,['1993'],0.16,0.1,7.25,0.79,0.37,0.16,0.09
BPTS,-0.88,-4.06,1.12,-4.84,30.86,-8.46,,-2.91,-1.32,-13.54,inf,0.17,-0.03,-0.61
BPTS,-0.88,-4.06,1.12,-4.84,30.86,-8.46,,-2.91,-1.32,-13.54,inf,0.17,-0.03,-0.61
BOXD,,,-20.68,-2.12,27.88,12.17,,,,,1.22,0.52,-0.05,
BOXD,,,-20.68,-2.12,27.88,12.17,,,,,1.22,0.52,-0.05,
ASO,0.06,0.22,3.07,0.15,244.83,-23.93,['1938'],0.17,0.13,7.18,0.87,0.15,0.05,0.08
TALK,-0.88,0.16,0.63,-0.52,67.59,-19.47,,-0.8,-0.8,-9.25,1.83,0.0,-0.01,-1.61
BRFS,-0.02,-0.1,0.18,0.27,62.84,-0.22,['1934'],-0.07,0.03,-13.99,0.94,0.4,0.63,-0.02
BCC,0.11,0.22,2.11,0.25,239.54,-44.85,,0.22,0.18,6.35,0.88,0.17,0.02,0.14
BCC,0.11,0.22,2.11,0.25,239.54,-44.85,,0.22,0.18,6.35,0.88,0.17,0.02,0.14
WIMI,0.01,0.05,0.05,-3.68,-59.08,-216.14,,0.04,0.04,25.4,1.14,0.04,-0.05,0.02
TCS,0.04,0.12,0.55,0.35,103.11,-158.17,['1978'],0.1,0.09,10.9,0.88,0.13,0.1,0.05
BKYI,-1.79,1.23,0.51,-0.64,10.35,-39.47,['1993'],-1.18,-1.18,-12.65,1.97,0.0,-0.0,1.56
BKYI,-1.79,1.23,0.51,-0.64,10.35,-39.47,['1993'],-1.18,-1.18,-12.65,1.97,0.0,-0.0,1.56
VLRS,-0.0,-0.27,0.18,1.84,-263.99,126.63,,-0.14,0.19,-5.24,0.82,0.03,0.33,-0.0
ADXN,-0.45,-0.6,0.27,-3.38,0.0,-52.52,,-0.75,-0.75,-8.83,0.0,0.0,-0.0,-0.55
BAK,0.02,1.17,0.55,3.21,-122.46,-616.37,['1972'],0.6,0.14,3.07,0.74,0.54,0.14,0.03
BAK,0.02,1.17,0.55,3.26,-122.46,-616.37,['1972'],0.6,0.14,3.07,0.74,0.54,0.14,0.03
UONE,0.03,0.22,0.82,0.18,0.0,-14.42,['1980'],0.14,0.09,8.04,0.0,0.65,0.55,0.04
AMX,0.06,0.33,0.17,2.99,102.91,4.75,,0.22,0.14,5.95,0.83,0.25,0.24,0.08
ATLC,0.05,7.67,1.44,0.43,193.85,-36.03,['1996'],3.88,0.65,6.76,0.44,0.73,0.0,0.06
ATLC,0.05,7.67,1.44,0.43,193.85,-36.03,['1996'],3.88,0.65,6.76,0.44,0.73,0.0,0.06
WISH,-0.22,-0.23,0.51,-0.87,129.33,-10.66,,-0.34,-0.34,-6.34,1.17,0.0,0.0,-0.64
YELL,-0.03,0.18,-0.43,-0.7,-186.49,103.62,['1924'],0.06,0.13,17.97,0.99,0.52,3.35,-0.04
UMC,0.06,0.1,0.06,3.18,118.41,-9.27,['1980'],0.11,0.1,10.09,0.76,0.09,0.04,0.08
VRPX,-30.84,1.03,0.27,-1.2,78.09,-16.58,,-30.32,,,inf,,-0.01,1.12
UPS,0.09,1.47,10.97,0.08,260.9,25.33,['1907'],0.82,0.36,4.82,0.83,0.28,0.04,0.13
ZNH,-0.01,-0.06,0.21,-0.84,-169.49,-461.54,['1995'],-0.04,0.01,-24.9,1.08,0.12,-0.72,-0.02
WSBF,0.03,0.13,0.96,0.17,43.33,-134.21,['1921'],0.1,0.05,10.5,0.65,0.21,0.0,0.06
BNED,-0.06,-0.23,0.54,-0.55,90.57,193.05,['1965'],-0.18,-0.08,-6.36,1.04,0.17,-0.17,-0.1
BNED,-0.06,-0.23,0.54,-0.55,90.57,193.05,['1965'],-0.18,-0.08,-6.36,1.04,0.17,-0.17,-0.1
AGRI,-3.74,17.41,2.47,-0.34,51.88,20.89,,4.96,4.99,50.1,inf,0.0,-0.08,15.96
WOR,0.1,0.26,1.9,0.13,240.78,-304.13,['1955'],0.23,0.17,6.05,0.94,0.19,0.1,0.14
C,0.01,0.1,0.51,0.23,21.06,-149.73,['1812'],0.06,0.03,16.97,0.63,0.1,0.0,0.04
C,0.01,0.1,0.51,0.23,21.06,-149.73,['1812'],0.06,0.03,16.97,0.63,0.1,0.0,0.04
APT,0.17,0.19,0.86,0.13,234.72,-260.93,['1983'],0.26,0.26,6.45,0.88,0.0,0.0,0.18
BQ,-0.44,-0.69,0.61,-1.06,-16.31,19.69,,-0.78,-0.35,-4.78,1.12,0.23,-0.15,0.54
BQ,-0.44,-0.69,0.61,-1.06,-16.31,19.69,,-0.78,-0.35,-4.78,1.12,0.23,-0.15,0.54
BARK,-0.41,0.12,1.24,-0.25,34.08,-43.89,,-0.35,-0.24,-5.26,1.19,0.18,-0.06,2.72
BARK,-0.41,0.12,1.24,-0.25,34.08,-43.89,,-0.35,-0.24,-5.26,1.19,0.18,-0.06,2.72
VIEW,-0.77,-0.01,0.54,-1.32,-3.98,16.95,,-0.78,-0.75,-8.78,5.47,0.02,-0.02,-1.57
AMOV,0.06,0.33,0.16,3.03,0.0,4.75,,0.22,0.14,5.95,0.0,0.25,0.24,0.08
BHC,-0.06,1.17,-22.92,-0.39,-18.76,10.42,,0.52,0.06,2.52,0.8,0.78,0.83,-0.07
BHC,-0.06,1.17,-22.92,-0.39,-18.76,10.42,,0.52,0.06,2.52,0.8,0.78,0.83,-0.07
BGSF,0.1,0.17,1.77,0.1,255.06,157.42,,0.18,0.13,6.86,0.95,0.24,0.12,0.12
BGSF,0.1,0.17,1.77,0.1,255.06,157.42,,0.18,0.13,6.86,0.95,0.24,0.12,0.12
CBD,0.02,0.1,0.07,0.87,27.13,-135.5,['1948'],0.07,0.09,15.19,0.96,0.15,0.6,0.04
CBD,0.02,0.1,0.07,0.87,27.13,-135.5,['1948'],0.07,0.09,15.19,0.96,0.15,0.6,0.04
ADVM,-0.3,-0.37,0.21,-2.18,31.62,-23.58,,-0.48,,,20.34,,0.0,-0.32
TRTX,0.01,0.04,0.38,0.25,-130.49,-6.48,,0.03,0.01,33.43,0.24,0.71,0.0,0.01
AAN,-0.02,-0.03,0.51,0.3,-410.74,170.42,['1955'],-0.04,,,0.88,,0.01,-0.02
ANPC,-1.52,1.82,-14.37,-1.84,55.79,-23.26,,-0.61,-0.61,-7.74,6.9,0.0,-0.04,-7.16
BIOC,-1.16,-2.79,0.34,-0.22,-37.0,-355.12,['1997'],-2.55,-2.55,-25.89,1.04,0.0,-0.12,-2.14
BIOC,-1.16,-2.79,0.34,-0.22,-37.0,-355.12,['1997'],-2.55,-2.55,-25.89,1.04,0.0,-0.12,-2.14
ACR,-0.02,-0.1,0.21,0.36,-245.25,8.65,,-0.07,-0.01,-14.39,0.42,0.79,0.0,-0.02
APRN,-0.29,-0.94,0.39,-2.83,5.69,111.89,,-0.76,-0.5,-6.32,1.15,0.11,-0.11,-0.41
YRD,0.07,-1.01,0.02,11.6,-145.3,-616.05,,-0.44,-0.35,-5.77,0.71,0.13,0.06,0.15
ACXP,-1.58,-3.32,2.5,-0.41,77.34,-7.12,,-3.24,,,inf,,0.0,-3.31
UK,-0.36,-1.92,0.42,-14.28,0.0,181.72,,-1.32,-1.31,-13.86,0.0,0.0,-0.01,-0.74
BIO,0.2,0.27,0.87,0.36,169.67,-30.77,['1952'],0.34,0.34,6.34,0.81,0.0,0.0,0.22
BIO,0.2,0.27,0.87,0.36,169.67,-30.77,['1952'],0.34,0.34,6.34,0.81,0.0,0.0,0.22
ADCT,-0.63,-1.04,1.57,-0.88,33.15,-18.73,,-1.15,-0.37,-4.57,8.72,0.49,-0.07,-0.72
BKD,-0.03,-0.24,0.78,-0.18,-133.65,72.95,,-0.15,0.02,-6.47,1.06,0.59,-1.26,-0.04
BKD,-0.03,-0.24,0.78,-0.18,-133.65,72.95,,-0.15,0.02,-6.47,1.06,0.59,-1.26,-0.04
VERU,-0.26,-0.44,2.85,0.02,-43.63,64.95,['1971'],-0.48,-0.44,-6.48,1.09,0.05,-0.9,-0.36
AMZN,0.06,0.22,0.34,0.7,51.84,-104.21,['1994'],0.17,0.13,7.18,0.95,0.13,0.07,0.11
WIRE,0.15,0.17,2.16,0.19,205.67,-131.21,['1989'],0.24,0.24,6.57,0.73,0.0,0.0,0.16
ATSG,0.03,0.13,1.51,0.12,187.14,-1102.46,['1980'],0.1,0.07,10.7,0.87,0.4,0.29,0.04
ATSG,0.03,0.13,1.51,0.12,187.14,-1102.46,['1980'],0.1,0.07,10.7,0.87,0.4,0.29,0.04
TUP,0.06,-0.34,-1.1,0.08,209.79,24.08,['1946'],-0.11,0.1,-8.09,0.85,0.56,0.15,0.17
AIR,0.02,0.03,1.54,0.05,264.05,-95.05,['1951'],0.04,0.04,25.4,0.94,0.06,0.02,0.03
BIP,0.0,0.05,2.0,0.06,148.77,-1.56,,0.02,0.04,50.4,0.75,0.36,0.51,0.0
BIP,0.0,0.05,2.0,0.06,148.77,-1.56,,0.02,0.04,50.4,0.75,0.36,0.51,0.0
TIG,0.03,0.16,0.31,0.15,60.24,-1.04,['1996'],0.11,0.11,10.19,0.89,0.02,0.07,0.06
ARTNA,0.03,0.1,2.86,0.03,5.76,31.48,['1905'],0.08,0.06,13.1,0.69,0.23,0.27,0.03
TME,0.06,0.07,0.21,0.28,31.49,3.98,,0.1,0.09,10.9,0.9,0.08,0.04,0.07
BOLT,-0.74,0.39,0.2,-2.02,108.2,-41.31,,-0.54,-0.54,-7.25,74.64,0.0,0.0,-0.93
BOLT,-0.74,0.39,0.2,-2.02,108.2,-41.31,,-0.54,-0.54,-7.25,74.64,0.0,0.0,-0.93
TMST,-0.01,-0.02,1.27,0.2,193.34,-87.05,['1899'],-0.02,,,0.84,,0.03,-0.0
AIM,-0.43,-0.81,0.37,-0.91,27.22,-6.95,['1966'],-0.84,,,127.36,,-0.0,-0.55
TDUP,-0.39,0.08,0.63,-0.49,23.02,2.32,,-0.35,-0.3,-5.86,1.25,0.08,-0.04,-0.83
WIT,0.12,0.18,0.04,4.52,10.74,7.57,['1945'],0.21,0.2,6.76,0.83,0.05,0.04,0.16
AMCX,0.06,0.67,1.02,0.29,-15.74,194.5,['1980'],0.4,0.12,3.7,0.78,0.49,0.19,0.07
ATCO,0.04,0.11,1.09,0.1,18.25,-142.16,,0.1,0.07,10.7,0.53,0.36,0.24,0.05
ATCO,0.04,0.11,1.09,0.1,18.25,-142.16,,0.1,0.07,10.7,0.53,0.36,0.24,0.05
ASTC,-0.93,-4.09,0.3,-0.52,3.79,6.16,['1984'],-2.98,,,10.89,,-0.01,-2.04
ASTC,-0.93,-4.09,0.3,-0.52,3.79,6.16,['1984'],-2.98,,,10.89,,-0.01,-2.04
XAIR,-0.61,-1.02,2.11,-0.28,102.51,-50.05,,-1.12,-1.11,-11.99,inf,0.0,-0.03,-0.91
VALE,0.09,0.22,0.38,1.65,-90.85,-29.09,['1942'],0.2,0.16,6.6,0.44,0.17,0.05,0.11
BEP,-0.0,-0.01,0.78,-0.04,64.71,-49.07,['1999'],-0.0,0.03,-inf,0.75,0.35,0.95,-0.0
BEP,-0.0,-0.01,0.78,-0.04,64.71,-49.07,['1999'],-0.0,0.03,-inf,0.75,0.35,0.95,-0.0
WLFC,0.02,0.09,0.77,0.01,-32.08,-42.46,['1985'],0.06,0.04,17.07,0.72,0.73,0.93,0.02
ALKS,-0.07,-0.11,3.48,-0.01,-19.68,-149.85,['1987'],-0.12,-0.09,-9.23,1.02,0.14,-0.38,-0.08
AAWW,0.03,0.08,1.04,0.17,-131.44,158.92,['1992'],0.07,0.06,14.89,0.82,0.25,0.14,0.04
BNR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
BNR,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0
AUVI,0.08,0.29,0.37,-0.61,48.17,-106.83,,0.22,,,1.63,0.0,,0.42
AUVI,0.08,0.29,0.37,-0.61,48.17,-106.83,,0.22,,,1.63,0.0,,0.42
