symbol,roa,roe,mce,niev,aegr,afcf,inc,avrt,wacc,ytd,exp_rat,debt / assets,inc / earn,roc
AVB,0.05,0.08,2.17,0.04,2.43,2.99,,0.09,0.06,11.71,0.73,0.41,0.35,0.05
AVB,0.05,0.08,2.17,0.04,2.43,2.99,,0.09,0.06,11.71,0.73,0.41,0.35,0.05
YELP,0.03,0.03,2.86,0.02,-159.3,-12.35,,0.04,0.04,25.4,0.96,0.0,0.0,0.03
VSH,0.07,0.15,1.83,0.09,21.6,-42.11,['1962'],0.15,0.12,7.87,0.86,0.13,0.04,0.09
CCJ,0.0,0.0,1.89,-0.01,-44.81,-788.79,['1987'],0.0,0.01,inf,0.96,0.13,0.72,0.0
CCJ,0.0,0.0,1.89,-0.01,-44.81,-788.79,['1987'],0.0,0.01,inf,0.96,0.13,0.72,0.0
BFAM,0.04,0.12,3.64,0.02,30.06,14.61,['1986'],0.1,0.07,10.7,0.92,0.27,0.24,0.04
BFAM,0.04,0.12,3.64,0.02,30.06,14.61,['1986'],0.1,0.07,10.7,0.92,0.27,0.24,0.04
TFX,0.06,0.12,2.81,0.05,49.07,-12.36,['1943'],0.12,0.09,9.23,0.8,0.25,0.1,0.06
WETG,0.13,0.18,17.76,0.02,0.0,-148.63,,0.22,0.22,6.75,0.0,0.0,0.0,0.14
AVID,0.04,-0.1,-10.05,0.03,49.49,-51.71,['1987'],-0.01,0.22,-97.8,0.88,0.59,0.15,0.15
AVID,0.04,-0.1,-10.05,0.03,49.49,-51.71,['1987'],-0.01,0.22,-97.8,0.88,0.59,0.15,0.15
TGT,0.09,0.35,6.05,0.09,34.62,-11.0,['1902'],0.26,0.15,5.35,0.91,0.22,0.05,0.15
BOX,-0.1,-2.73,-10.37,-0.01,-22.41,-31.44,,-1.46,-21.04,-211.08,1.01,0.26,-0.55,-0.3
AUMN,-0.29,-0.53,2.75,-0.05,56.22,1569.61,['1996'],-0.55,-0.55,-7.32,1.0,0.0,-5.04,-0.37
AUMN,-0.29,-0.53,2.75,-0.05,56.22,1569.61,['1996'],-0.55,-0.55,-7.32,1.0,0.0,-5.04,-0.37
TTC,0.14,0.34,9.96,0.04,15.14,-8.64,['1914'],0.31,0.21,5.33,0.87,0.24,0.06,0.2
WMT,0.05,0.16,5.09,0.03,38.37,36.36,['1945'],0.13,0.1,8.69,0.95,0.15,0.08,0.08
BOX,-0.1,-2.73,-10.37,-0.01,-22.41,-31.44,,-1.46,-21.04,-211.08,1.01,0.26,-0.55,-0.3
ACN,0.15,0.31,8.29,0.04,12.98,-11.66,['1951'],0.3,0.3,6.33,0.85,0.0,0.01,0.23
BLD,0.07,0.17,2.93,0.07,34.08,-28.91,,0.16,0.09,7.15,0.86,0.34,0.06,0.09
BLD,0.07,0.17,2.93,0.07,34.08,-28.91,,0.16,0.09,7.15,0.86,0.34,0.06,0.09
TTMI,0.04,0.08,1.1,0.03,61.43,19.65,['1978'],0.08,0.07,13.2,0.94,0.31,0.35,0.04
WMB,0.01,0.05,3.63,0.04,-34.87,-48.74,['1908'],0.04,0.04,25.4,0.75,0.45,0.45,0.01
ARMK,0.01,0.03,3.84,-0.01,-101.41,-169.33,['1959'],0.02,0.04,50.4,0.98,0.51,2.05,0.01
ATI,-0.08,-0.71,5.25,-0.01,-268.95,97.01,['1960'],-0.44,-0.1,-3.27,0.95,0.39,0.68,-0.09
ATI,-0.08,-0.71,5.25,-0.01,-268.95,97.01,['1960'],-0.44,-0.1,-3.27,0.95,0.39,0.68,-0.09
WM,0.06,0.25,9.64,0.03,-0.76,-6.63,1987,0.18,0.08,6.36,0.84,0.43,0.12,0.07
TEAM,-0.18,-1.48,95.05,-0.02,13.92,-18.5,,-0.92,-0.22,-3.29,1.04,0.3,-0.24,-0.71
TER,0.2,0.34,5.75,0.07,33.53,-27.54,['1960'],0.37,0.36,6.3,0.68,0.02,0.01,0.25
ACLS,0.08,0.11,4.79,0.04,75.97,-154.11,['1978'],0.14,0.14,8.54,0.81,0.0,0.04,0.1
UNH,0.08,0.24,6.91,0.03,12.99,-11.36,['1977'],0.2,0.14,6.4,0.92,0.2,0.07,0.12
TMO,0.07,0.15,5.19,0.04,39.82,-15.57,['1956'],0.15,0.09,7.57,0.74,0.34,0.05,0.08
VRRM,-0.0,0.0,9.32,0.02,-420.48,63.95,,0.0,0.02,inf,0.77,0.66,0.36,-0.0
ASML,0.14,0.32,23.38,0.02,34.22,-31.7,['1984'],0.3,0.22,5.53,0.65,0.13,0.01,0.2
WCN,0.04,0.07,5.34,0.02,47.24,-1.85,['1997'],0.08,0.06,13.1,0.82,0.34,0.15,0.04
VRNT,0.01,0.02,2.63,0.01,-160.07,31.94,['1994'],0.02,0.03,50.3,0.92,0.17,0.37,0.01
CCBG,0.01,0.09,1.53,0.06,8.58,-123.95,['1895'],0.06,0.05,17.17,0.76,0.01,0.0,0.07
CCBG,0.01,0.09,1.53,0.06,8.58,-123.95,['1895'],0.06,0.05,17.17,0.76,0.01,0.0,0.07
TXN,0.3,0.59,12.0,0.05,13.43,-0.89,['1930'],0.6,0.4,5.67,0.51,0.29,0.02,0.34
ABST,0.03,-1.98,149.98,-0.05,-260.22,-34.04,['1993'],-0.96,-0.04,-1.44,0.99,0.48,7.8,0.34
TCN,0.06,0.12,0.74,0.2,82.05,-40.09,['1988'],0.12,0.06,8.93,0.54,0.43,0.53,0.06
AMAT,0.18,0.4,7.51,0.06,28.5,-11.13,['1967'],0.38,0.27,5.33,0.69,0.21,0.03,0.23
VEEV,0.13,0.17,9.87,0.01,23.23,-26.12,,0.22,0.22,6.75,0.73,0.0,0.0,0.17
AAON,0.14,0.18,8.53,0.01,16.12,292.22,['1987'],0.23,0.21,6.45,0.87,0.06,0.0,0.16
UNFI,-0.01,-0.05,1.54,0.09,-30.6,64.5,['1976'],-0.04,0.01,-24.9,0.99,0.28,0.38,-0.01
TXT,0.05,0.14,2.27,0.05,15.34,-1.37,['1923'],0.12,0.09,9.23,0.92,0.2,0.12,0.07
APLE,0.01,0.02,1.21,0.0,-109.4,415.45,,0.02,0.03,50.3,0.9,0.3,0.72,0.01
ATEN,0.03,0.04,6.68,0.07,65.71,-26.29,,0.05,0.05,20.5,0.87,0.0,,0.03
ATEN,0.03,0.04,6.68,0.07,65.71,-26.29,,0.05,0.05,20.5,0.87,0.0,,0.03
ZBRA,0.11,0.28,4.84,0.06,29.31,-8.71,['1969'],0.25,0.19,5.9,0.82,0.15,0.0,0.16
TGLS,0.06,0.15,5.23,0.05,118.14,-922.11,['1984'],0.14,0.1,8.14,0.76,0.32,0.08,0.07
UE,0.04,0.11,1.77,0.06,-0.22,3.22,,0.1,0.06,10.6,0.65,0.57,0.39,0.04
ALKT,-0.37,0.09,3.06,-0.04,6.91,20.06,,-0.32,-0.3,-6.12,1.26,0.05,-0.03,-0.52
VFC,0.08,0.26,3.53,0.11,51.34,59.92,['1899'],0.21,0.11,5.86,0.86,0.34,0.08,0.11
AON,0.05,0.62,63.45,0.02,9.12,-6.68,['1919'],0.36,0.07,3.48,0.71,0.26,0.09,0.11
TEL,0.08,0.15,3.84,0.06,-393.12,-6.82,,0.16,0.12,7.45,0.82,0.17,0.02,0.1
USLM,0.1,0.11,2.79,0.05,23.98,-55.55,['1950'],0.16,0.16,7.85,0.75,0.0,0.01,0.1
TT,0.07,0.19,6.64,0.03,10.86,-2.36,['1885'],0.16,0.11,7.35,0.86,0.25,0.11,0.09
TAYD,0.05,0.06,1.07,0.05,21.62,55.53,['1955'],0.08,0.08,13.3,0.92,0.0,0.0,0.06
CARG,0.13,0.18,2.84,-0.0,-17.17,-4.74,,0.22,0.22,6.75,0.84,0.0,0.0,0.16
CARG,0.13,0.18,2.84,-0.0,-17.17,-4.74,,0.22,0.22,6.75,0.84,0.0,0.0,0.16
CALX,0.07,0.07,7.34,0.06,104.79,-48.98,['1999'],0.11,0.11,10.19,0.89,0.0,0.01,0.07
CALX,0.07,0.07,7.34,0.06,104.79,-48.98,['1999'],0.11,0.11,10.19,0.89,0.0,0.01,0.07
AZTA,0.12,0.17,3.28,0.03,86.94,-1156.08,['1978'],0.2,0.19,6.9,0.99,0.03,0.61,0.15
AZTA,0.12,0.17,3.28,0.03,86.94,-1156.08,['1978'],0.2,0.19,6.9,0.99,0.03,0.61,0.15
WSO,0.11,0.2,6.28,0.04,22.09,-10.19,['1945'],0.21,0.2,6.76,0.9,0.03,0.0,0.14
WTS,0.08,0.13,4.36,0.03,11.54,-3.29,['1874'],0.15,0.14,8.07,0.86,0.08,0.02,0.1
AJG,0.03,0.13,4.79,0.02,12.92,-23.03,['1927'],0.1,0.07,10.7,0.83,0.17,0.16,0.06
ADBE,0.17,0.32,10.51,0.03,27.94,-17.86,['1982'],0.33,0.26,5.63,0.63,0.15,0.02,0.23
TFII,0.08,0.21,4.41,0.07,46.33,-23.6,,0.18,0.13,6.86,0.91,0.22,0.09,0.1
VICI,0.05,0.08,1.73,0.05,27.1,-16.77,,0.09,0.09,12.01,0.05,0.27,0.27,0.05
TTEK,0.08,0.16,6.65,0.03,19.8,-15.68,['1966'],0.16,0.15,7.75,0.89,0.08,0.05,0.12
TNC,0.04,0.12,2.65,0.06,34.43,46.45,['1870'],0.1,0.07,10.7,0.92,0.25,0.08,0.06
BRX,0.03,0.09,2.48,0.04,14.03,0.67,,0.08,0.05,13.0,0.63,0.62,0.46,0.03
AXTI,0.02,0.03,1.06,0.07,-0.45,72.11,['1986'],0.04,0.04,25.4,0.91,0.0,0.02,0.02
AXTI,0.02,0.03,1.06,0.07,-0.45,72.11,['1986'],0.04,0.04,25.4,0.91,0.0,0.02,0.02
ASRT,-0.12,-1.02,1.28,-0.01,-290.33,47.99,['1995'],-0.63,-0.33,-4.89,0.82,0.19,0.51,-0.19
ASRT,-0.12,-1.02,1.28,-0.01,-290.33,47.99,['1995'],-0.63,-0.33,-4.89,0.82,0.19,0.51,-0.19
TSEM,0.06,0.08,2.94,0.03,13.36,-167.03,['1993'],0.1,0.1,11.0,0.89,0.05,0.05,0.07
BRX,0.03,0.09,2.49,0.04,14.03,0.67,,0.08,0.05,13.0,0.63,0.62,0.46,0.03
ZBH,0.01,0.02,1.95,0.02,-299.94,11.43,['1927'],0.02,0.03,50.3,0.83,0.23,0.16,0.01
ACM,-0.0,-0.01,4.36,0.01,-170.94,50.11,['1980'],-0.0,0.04,-inf,0.95,0.18,0.37,-0.0
BMI,0.1,0.13,8.25,0.02,32.58,-12.92,['1905'],0.16,0.16,7.85,0.84,0.0,,0.12
BMI,0.1,0.13,8.25,0.02,32.58,-12.92,['1905'],0.16,0.16,7.85,0.84,0.0,,0.12
AR,-0.04,-0.09,2.01,-0.02,57.69,-14.86,,-0.08,-0.12,-13.7,1.0,0.15,8.69,-0.04
WWD,0.06,0.12,2.71,0.03,7.77,-24.57,['1870'],0.12,0.1,9.33,0.89,0.19,0.11,0.07
AAPL,0.19,0.89,37.36,0.04,20.55,-10.64,['1977'],0.64,0.25,4.06,0.7,0.31,0.02,0.29
BWAY,-0.2,-0.44,0.57,-0.2,10.52,104.38,,-0.42,,,1.12,,-0.33,-0.26
BWAY,-0.2,-0.44,0.57,-0.2,10.52,104.38,,-0.42,,,1.12,,-0.33,-0.26
CDZI,-0.39,0.35,2.1,-0.37,7.7,-26.33,['1983'],-0.22,0.03,-4.25,32.05,0.41,-0.68,-0.41
CDZI,-0.39,0.35,2.1,-0.37,7.7,-26.33,['1983'],-0.22,0.03,-4.25,32.05,0.41,-0.68,-0.41
THRM,0.07,0.11,3.55,0.04,31.77,-9.35,['1991'],0.12,0.12,9.53,0.89,0.04,0.02,0.09
AMOT,0.05,0.13,2.71,0.05,21.21,-8.25,['1962'],0.12,0.07,9.03,0.93,0.34,0.12,0.06
ARE,0.02,0.05,1.44,0.02,27.38,-17.25,['1994'],0.04,0.03,25.3,0.75,0.29,0.27,0.03
BECN,-0.0,-0.03,2.25,0.07,-179.27,1413.47,['1928'],-0.02,0.01,-49.9,0.92,0.29,0.15,-0.0
BECN,-0.0,-0.03,2.25,0.07,-179.27,1413.47,['1928'],-0.02,0.01,-49.9,0.92,0.29,0.15,-0.0
VRSK,0.09,0.25,10.17,0.02,9.01,-7.43,['1971'],0.22,0.14,5.95,0.62,0.3,0.11,0.11
VWE,0.0,0.02,0.53,-0.0,-185.72,80.78,,0.01,0.02,100.2,1.05,0.22,-0.59,0.0
UNP,0.1,0.35,9.57,0.05,3.84,-4.75,['1862'],0.28,0.12,4.77,0.57,0.43,0.12,0.1
WAT,0.2,0.44,55.35,0.03,6.88,-3.64,['1958'],0.42,0.1,3.38,0.7,0.49,0.05,0.26
WWE,0.12,0.35,15.96,0.03,28.43,73.75,['1980'],0.3,0.35,6.83,0.76,0.02,0.13,0.2
ALG,0.07,0.12,2.48,0.05,5.43,130.94,['1955'],0.13,0.1,8.69,0.91,0.21,0.09,0.08
ADI,0.06,0.1,2.28,0.02,-2.03,-1.67,['1965'],0.11,0.1,10.09,0.71,0.12,0.09,0.06
ZTS,0.13,0.52,15.44,0.03,12.87,-5.02,['1952'],0.39,0.18,4.36,0.64,0.47,0.08,0.15
ANIK,0.02,0.02,1.48,0.01,-86.73,146.28,['1983'],0.03,0.03,33.63,1.06,0.0,-0.02,0.02
AMR,-0.03,-0.47,5.82,0.09,-109.69,-69.62,,-0.26,-0.07,-4.55,0.83,0.24,0.18,-0.04
BLU,-0.22,-0.23,3.3,-0.07,110.9,-44.1,['1993'],-0.34,-0.34,-6.34,4581.25,0.0,-0.0,-0.23
BLU,-0.22,-0.23,3.3,-0.07,110.9,-44.1,['1993'],-0.34,-0.34,-6.34,4581.25,0.0,-0.0,-0.23
VRSN,0.37,-0.51,-17.26,0.04,11.51,-4.14,['1995'],0.12,-0.13,7.03,0.35,0.9,0.1,0.8
AYI,0.09,0.16,3.45,0.06,7.96,20.64,,0.17,0.14,7.28,0.87,0.14,0.05,0.12
AYI,0.09,0.16,3.45,0.06,7.96,20.64,,0.17,0.14,7.28,0.87,0.14,0.05,0.12
ASGN,0.07,0.15,2.46,0.09,43.36,36.8,['1985'],0.15,0.11,7.77,0.91,0.3,0.11,0.08
ATEX,-0.18,-0.21,3.46,-0.06,1.06,0.46,['1997'],-0.28,-0.28,-6.37,45.23,0.0,0.0,-0.18
ATEX,-0.18,-0.21,3.46,-0.06,1.06,0.46,['1997'],-0.28,-0.28,-6.37,45.23,0.0,0.0,-0.18
TNDM,-0.18,-0.28,5.94,0.01,-62.06,-389.97,,-0.32,-0.19,-5.03,0.97,0.31,0.27,-0.26
AEIS,0.09,0.16,3.88,0.04,17.2,143.47,['1981'],0.17,0.12,7.08,0.89,0.21,0.03,0.11
CAE,0.02,0.07,1.69,0.02,-173.67,2.48,1947,0.06,0.05,17.17,0.9,0.26,0.33,0.03
CAE,0.02,0.07,1.69,0.02,-173.67,2.48,1947,0.06,0.05,17.17,0.9,0.26,0.33,0.03
WDC,0.01,0.02,0.92,0.13,-137.51,67.28,['1970'],0.02,0.02,50.2,0.87,0.27,0.12,0.02
WDAY,-0.04,-0.12,7.94,0.0,-45.57,-33.51,,-0.1,-0.09,-10.9,1.02,0.06,-0.14,-0.08
AME,0.09,0.16,4.69,0.03,8.5,-5.95,['1930'],0.17,0.14,7.28,0.76,0.19,0.06,0.1
APH,0.11,0.26,7.4,0.03,10.74,-10.09,['1932'],0.24,0.14,5.57,0.8,0.33,0.05,0.14
WES,0.05,0.21,3.74,0.08,43.65,-112.89,,0.16,0.09,7.15,0.6,0.57,0.32,0.06
CDNS,0.19,0.31,16.57,0.02,54.52,-19.33,['1987'],0.34,0.31,6.04,0.74,0.08,0.02,0.24
CDNS,0.19,0.31,16.57,0.02,54.52,-19.33,['1987'],0.34,0.31,6.04,0.74,0.08,0.02,0.24
APTV,0.07,0.22,3.31,0.02,2.57,10.04,,0.18,0.13,6.86,0.92,0.22,0.12,0.1
BSX,0.07,0.15,3.78,0.02,-430.0,-30.98,['1979'],0.15,0.11,7.77,0.83,0.27,0.17,0.08
BSX,0.07,0.15,3.78,0.02,-430.0,-30.98,['1979'],0.15,0.11,7.77,0.83,0.27,0.17,0.08
VIR,-0.25,0.05,2.54,0.15,-51.76,43.26,,-0.22,-0.22,-6.75,0.57,0.0,0.0,-0.3
BRKR,0.07,0.21,9.35,0.03,21.79,6.28,['1991'],0.18,0.09,6.46,0.82,0.34,0.03,0.1
BRKR,0.07,0.21,9.37,0.03,21.79,6.28,['1991'],0.18,0.09,6.46,0.82,0.34,0.03,0.1
ADNT,-0.04,-0.24,1.51,0.31,-120.67,-inf,,-0.16,-0.05,-6.75,0.97,0.33,0.45,-0.06
VMC,0.05,0.1,3.65,0.03,9.71,-9.44,['1909'],0.1,0.07,10.7,0.83,0.28,0.16,0.06
WH,0.02,0.08,6.21,0.04,-157.34,57.27,,0.06,0.04,17.07,0.63,0.48,0.21,0.03
VLO,0.02,0.06,3.02,0.02,-115.51,-227.37,1980,0.05,0.05,20.5,0.98,0.19,0.27,0.03
ANET,0.15,0.21,10.28,0.02,56.12,-14.04,,0.26,0.26,6.45,0.69,0.0,,0.18
TYL,0.06,0.09,5.73,0.01,5.07,-11.25,['1966'],0.1,0.07,10.7,0.87,0.28,0.11,0.08
ABCM,0.02,0.02,5.39,0.0,-1.59,21.85,['1998'],0.03,0.03,33.63,0.85,0.0,0.06,0.02
AAU,-0.04,-0.05,0.41,-0.08,-8.14,103.91,['1980'],-0.06,-0.05,-17.17,inf,0.04,-0.08,-0.04
ADUS,0.04,0.06,2.98,0.03,40.35,126.04,['1979'],0.07,0.06,14.89,0.92,0.23,0.08,0.05
WAB,0.03,0.06,1.82,0.03,24.09,-25.51,['1869'],0.06,0.05,17.17,0.88,0.22,0.18,0.03
YUM,0.26,-0.16,-4.42,0.04,9.33,-13.5,['1997'],0.18,-0.35,2.06,0.68,1.87,0.26,0.36
TDY,0.07,0.12,2.53,0.02,10.41,-20.3,['1960'],0.13,0.09,8.59,0.86,0.28,0.09,0.09
WEYS,0.05,0.06,1.24,0.08,-160.31,322.97,1906,0.08,0.08,13.3,0.92,0.0,0.0,0.05
ANSS,0.09,0.12,4.68,0.02,2.84,-4.02,['1970'],0.15,0.13,7.97,0.73,0.12,0.02,0.11
ALB,0.05,0.11,5.61,0.0,-39.91,27.15,['1887'],0.11,0.09,9.99,0.82,0.18,0.05,0.06
BTBD,0.03,-0.19,1.27,0.05,0.0,-28.79,['1987'],-0.06,-0.04,-17.07,0.0,0.2,0.18,0.03
BTBD,0.03,-0.19,1.27,0.05,0.0,-28.79,['1987'],-0.06,-0.04,-17.07,0.0,0.2,0.18,0.03
WELL,0.03,0.05,1.67,0.01,-11.04,7.56,,0.06,0.05,17.17,0.83,0.4,0.62,0.03
URI,0.06,0.26,4.21,0.05,12.89,2.3,['1997'],0.19,0.1,6.26,0.76,0.43,0.17,0.07
WST,0.13,0.19,7.15,0.04,50.41,-17.56,['1923'],0.22,0.2,6.55,0.73,0.06,0.01,0.16
TECH,0.09,0.12,7.61,0.02,64.55,-12.85,['1976'],0.15,0.14,8.07,0.73,0.11,0.04,0.09
APPF,0.17,0.26,13.21,0.0,106.32,7.81,,0.3,,,1.04,,,0.19
TSCO,0.13,0.4,12.56,0.04,23.98,13.21,['1938'],0.33,0.23,5.33,0.89,0.13,0.02,0.18
UCTT,0.04,0.09,1.76,0.08,-332.41,-29.35,['1991'],0.08,0.06,13.1,0.9,0.26,0.12,0.05
UDMY,-0.33,0.13,5.31,-0.04,7.23,-340.44,,-0.26,-0.26,-6.45,1.15,0.0,-0.0,-1.13
ALGM,0.08,0.1,7.73,0.02,152.44,-32.94,['1990'],0.13,0.13,8.99,0.81,0.03,0.01,0.09
BFC,0.01,0.13,2.31,0.06,22.28,-15.23,['1894'],0.08,0.08,13.3,0.44,0.01,0.0,0.11
BFC,0.01,0.13,2.31,0.06,22.28,-15.23,['1894'],0.08,0.08,13.3,0.44,0.01,0.0,0.11
BR,0.09,0.34,8.81,0.03,4.26,12.91,['1962'],0.26,0.1,4.85,0.87,0.46,0.12,0.11
BR,0.09,0.34,8.81,0.03,4.26,12.91,['1962'],0.26,0.1,4.85,0.87,0.46,0.12,0.11
WNS,0.11,0.18,5.43,0.03,9.12,-5.55,['1996'],0.2,,,0.86,,0.08,0.14
YETI,0.15,0.84,7.19,0.06,77.56,128.96,,0.57,0.49,6.65,0.81,0.08,0.01,0.24
VTR,0.01,0.03,1.65,0.0,-27.22,16.93,,0.02,0.03,50.3,0.83,0.49,0.7,0.01
UI,0.51,57.36,-47.14,0.02,13.8,-4.31,,29.19,-29.39,-293.87,0.73,0.9,0.04,0.74
ADSK,0.06,0.17,50.12,0.01,12.98,-28.27,['1982'],0.15,0.06,7.27,0.83,0.26,0.09,0.11
CDW,0.09,0.86,35.65,0.04,15.66,13.65,['1984'],0.52,0.07,2.62,0.93,0.51,0.1,0.14
CDW,0.09,0.86,35.65,0.04,15.66,13.65,['1984'],0.52,0.07,2.62,0.93,0.51,0.1,0.14
VVV,0.11,-0.58,43.69,0.07,36.73,-4.07,['1866'],-0.18,0.02,-5.36,0.79,0.53,0.12,0.13
ABMD,0.16,0.18,11.43,0.01,-16.67,-4.02,['1981'],0.25,0.25,6.5,0.75,0.01,0.0,0.18
TRNS,0.06,0.12,6.8,0.02,18.52,22.97,['1964'],0.12,0.08,9.13,0.93,0.26,0.05,0.08
VRTV,0.01,0.05,2.97,0.08,64.92,-7.2,,0.04,0.04,25.4,0.97,0.18,0.1,0.02
AIMC,0.01,0.02,1.91,0.01,-22.78,-14.15,,0.02,0.04,50.4,0.87,0.34,0.39,0.01
TREX,0.25,0.33,6.95,0.04,15.92,149.12,['1996'],0.42,0.42,6.58,0.73,0.0,0.0,0.29
VPG,0.05,0.08,1.96,0.04,9.97,13.45,,0.09,0.08,11.91,0.9,0.13,0.04,0.06
AGYS,-0.1,-0.2,16.41,0.0,-3.47,-39.88,['1932'],-0.2,-0.2,-7.0,0.95,0.0,0.0,-0.16
TILE,0.02,0.07,1.74,0.09,-103.34,-9.89,['1973'],0.06,0.05,17.17,0.91,0.38,0.27,0.03
ZEN,-0.1,-0.41,19.22,-0.02,20.18,400.05,,-0.3,-0.06,-3.93,1.12,0.4,-0.35,-0.15
TNET,0.09,0.45,5.3,0.07,20.99,11.85,['1988'],0.32,0.22,5.32,0.9,0.15,0.04,0.21
CBAT,0.01,-1.66,0.77,0.6,-153.65,-13.56,['1999'],-0.82,,,1.22,,-0.02,-0.01
CBAT,0.01,-1.66,0.77,0.6,-153.65,-13.56,['1999'],-0.82,,,1.22,,-0.02,-0.01
TKR,0.07,0.17,2.46,0.07,9.3,11.43,['1899'],0.16,0.11,7.35,0.87,0.27,0.11,0.08
VRE,0.0,0.0,1.13,-0.08,6.24,44.43,,0.0,0.02,inf,0.95,0.53,3.92,0.0
TENB,-0.11,-0.53,18.83,-0.01,-4.31,-98.79,,-0.38,-0.13,-3.93,1.06,0.29,-0.2,-0.25
ADP,0.05,0.56,33.75,0.03,8.8,-4.64,['1949'],0.33,0.18,4.83,0.77,0.05,0.02,0.28
UFPT,0.07,0.1,4.56,0.02,8.17,39.29,['1963'],0.12,0.09,9.23,0.9,0.21,0.0,0.08
AVAV,0.05,0.05,3.74,-0.0,-58.19,-147.59,['1971'],0.08,0.06,13.1,1.02,0.19,-0.63,0.05
AVAV,0.05,0.05,3.74,-0.0,-58.19,-147.59,['1971'],0.08,0.06,13.1,1.02,0.19,-0.63,0.05
AMBA,-0.07,-0.09,4.8,-0.01,8.26,-2.84,,-0.12,-0.12,-9.53,1.08,0.0,0.0,-0.08
BOSC,-0.0,-0.01,0.87,0.04,-111.35,-231.97,['1990'],-0.0,0.01,-inf,0.98,0.03,0.39,-0.01
BOSC,-0.0,-0.01,0.87,0.04,-111.35,-231.97,['1990'],-0.0,0.01,-inf,0.98,0.03,0.39,-0.01
ALTR,0.0,-0.0,6.07,-0.0,-41.86,-11.0,['1985'],0.0,,,0.97,,0.69,0.0
AA,-0.01,-0.05,1.92,0.05,-329.08,157.49,['1888'],-0.04,-0.01,-25.1,0.83,0.11,0.09,-0.01
VMD,0.16,0.24,2.99,0.03,62.82,271.0,,0.28,0.27,6.27,0.91,0.04,0.03,0.22
VICR,0.09,0.11,5.35,0.02,62.55,45.17,['1981'],0.14,0.14,8.54,0.85,0.0,0.0,0.11
BRSP,-0.04,-0.13,0.62,-0.11,19.95,-179.07,,-0.11,-0.01,-9.19,0.38,0.7,0.66,-0.04
BRSP,-0.04,-0.13,0.62,-0.11,19.95,-179.07,,-0.11,-0.01,-9.19,0.38,0.7,0.66,-0.04
TYG,-0.27,-0.42,0.95,0.34,-73.7,700.89,,-0.48,-1.69,-18.98,1.02,0.2,-43.32,-0.29
TPL,0.48,0.56,30.11,0.01,20.19,-5.93,['1888'],0.76,0.76,8.92,0.18,0.0,0.0,0.51
VCEL,-0.04,-0.05,5.93,-0.01,-157.24,-87.76,['1989'],-0.06,-0.06,-17.27,1.05,0.0,-0.0,-0.04
SYY,0.05,0.54,31.97,0.03,71.78,25.91,['1969'],0.32,0.09,4.03,0.96,0.45,0.24,0.07
TTD,0.07,0.18,16.58,0.01,34.48,27.4,,0.16,0.16,7.85,0.9,0.0,0.01,0.16
XYL,0.05,0.14,6.19,0.02,1.5,15.6,,0.12,0.08,9.13,0.89,0.29,0.13,0.06
ASTE,0.01,0.01,1.54,0.02,-29.55,-428.84,['1972'],0.02,0.02,50.2,0.98,0.0,0.06,0.01
ASTE,0.01,0.01,1.54,0.02,-29.55,-428.84,['1972'],0.02,0.02,50.2,0.98,0.0,0.06,0.01
APG,-0.01,-0.03,1.87,0.01,-145.61,30.75,['1926'],-0.02,-0.0,-50.0,0.97,0.34,0.44,-0.01
AZPN,,,8.43,-0.0,-230.27,20.84,,,,,1.19,0.0,-0.0,
AZPN,,,8.43,-0.0,-230.27,20.84,,,,,1.19,0.0,-0.0,
BHE,0.01,0.02,1.01,0.04,39.05,-137.95,['1979'],0.02,0.02,50.2,0.97,0.07,0.13,0.02
BHE,,,,,,,,,,,,,,
BL,-0.05,-0.16,11.65,-0.03,67.66,-47.04,,-0.13,0.01,-7.59,1.09,0.61,-1.58,-0.06
BL,-0.05,-0.16,11.65,-0.03,67.66,-47.04,,-0.13,0.01,-7.59,1.09,0.61,-1.58,-0.06
AKR,0.01,0.02,0.99,0.02,-136.06,-0.49,,0.02,0.03,50.3,0.88,0.44,1.89,0.01
TH,-0.01,-0.05,13.98,-0.0,-83.38,-35.19,['1978'],-0.04,0.08,-24.2,0.87,0.64,1.0,-0.01
WMS,0.05,0.1,8.67,0.04,-181.15,35.37,['1966'],0.1,0.06,10.6,0.84,0.34,0.07,0.06
BLFS,-0.14,-0.44,1.78,-0.01,-246.87,-121.13,['1987'],-0.36,-0.36,-6.38,1.24,0.01,-0.02,-0.15
BLFS,-0.14,-0.44,1.78,-0.01,-246.87,-121.13,['1987'],-0.36,-0.36,-6.38,1.24,0.01,-0.02,-0.15
VMEO,-0.17,-1.31,1.7,-0.08,-14.39,-173.19,,-0.82,,,1.16,,-0.02,-0.55
VOC,0.28,0.28,10.16,0.05,18.98,0.0,,0.42,0.42,6.58,0.07,0.0,0.0,0.28
WDFC,0.17,0.37,12.3,0.03,6.71,-450.91,['1953'],0.36,0.24,5.18,0.83,0.25,0.03,0.21
AMPL,-0.21,0.22,4.87,-0.05,89.24,-9.56,,-0.1,-0.1,-11.0,1.44,0.0,0.0,-0.3
WK,-0.1,0.75,52.13,-0.01,-8.43,-41.54,,0.28,,,1.06,,-0.52,-0.44
BPT,45.84,89.05,50.27,0.03,-48.21,0.0,['1989'],90.36,90.36,903.61,0.17,0.0,0.0,70.61
