symbol,lookahead,adj growth rate,wacc,terminal val,dcf,current price,future price,growth,niev,adj growth,avg roc,cash,net_margin,roa
IQ,-5261432000.0,-0.07,0.055,-330610248044.69,-1342595526138.64,3.34,-1701.03,-51029.0,-2.35,-0.07,-0.35,0.13,-0.2,-0.18
SRTS,3501150.0,0.28,0.09720000000000001,-2711551.16,-10656329.42,6.69,0.0,-100.0,0.0,0.28,-0.07,2.43,0.15,-0.06
IDRA,83377350.0,-0.21,0.0949,,,0.3292,,,5.64,-0.21,1.8,6.69,inf,-0.46
DTEA,66407950.0,-0.37,0.1681,-34466455.7,-68074811.47,0.79,-2.58,-426.99999999999994,3.75,-0.37,0.61,1.25,0.75,-0.05
DGLY,21653331.8,-2.63,0.011000000000000001,-504372694.47,-4725774368.24,0.326,-89.67,-27606.0,0.0,-2.63,-1.56,1.39,1.19,-0.51
AGIO,1364007750.0,-1.32,0.0739,-11078041379.31,-18292792800.33,31.52,-336.83,-1169.0,0.94,-1.32,-0.06,3.4,inf,-0.03
QURE,280150650.0,-0.7,0.0698,10658150335.57,14132410089.78,26.03,305.8,1075.0,0.27,-0.7,-0.15,15.13,0.63,-0.14
IVAC,22627000.0,5.24,0.0888,29576878.61,30245303399533.25,5.89,1229938.86,20881714.0,0.18,5.24,0.06,5.21,0.69,0.05
GROW,4674150.0,-1.85,0.1679,85253048.78,,2.91,,,0.13,-1.85,0.06,5.4,0.22,0.05
OSTK,330966200.0,0.91,0.21969999999999998,540205714.29,,26.59,,,0.34,0.91,-0.23,1.85,0.14,-0.08
CHCI,11567650.0,1.27,0.0855,181943107.22,,4.95,,,0.33,1.27,0.08,2.61,0.44,0.08
AVNW,17986000.0,95.09,0.1606,38452300.24,5.889722533376437e+23,32.84,5.2673343111687384e+16,1.6039385843997366e+17,0.06,95.09,0.19,0.35,0.07,0.12
IRWD,449180800.0,1.53,0.0721,7857244956.77,243591050793.0,12.26,1488.49,12041.0,0.26,1.53,-0.13,3.84,1.28,-0.03
OXBR,7280250.0,-38.88,0.0526,-16250000.0,-1.2844191199126924e+20,1.7,-22401656203402.97,-1317744482553216.0,0.88,-38.88,-0.06,5.09,0.84,-0.0
CODX,31159779.4,-1.79,0.0431,-144736408266.67,1889845709.4,3.1,64.81,1991.0,0.41,-1.79,1.36,7.03,0.37,-1.5
FLGT,431259400.0,-116.58,0.1323,6111646394.98,-9.062017740420897e+25,36.21,-3.0377345223743017e+18,-8.38921436723088e+18,0.47,-116.58,0.17,1.57,0.51,0.15
HIMX,371361600.0,0.27,0.1422,3969831436.84,4044651475.67,7.41,23.23,213.0,0.34,0.27,0.13,0.56,0.28,0.08
SCKT,3796318.45,-3.64,0.0702,88573052.25,-1708079101.26,2.13,-237.92,-11270.0,0.29,-3.64,-0.02,1.13,0.19,-0.01
NTES,14328315700.0,0.54,0.0495,2224975748387.1,1013444856746.4,70.9,1510.39,2030.0,0.35,0.54,0.17,0.29,0.19,0.11
CSQ,860341783.4,1.32,0.09359999999999999,1347991317.18,189131762031.73,14.62,1202.28,8123.999999999999,0.44,1.32,0.11,0.0,14.47,0.11
DJCO,95965000.0,4.85,0.07919999999999999,81120000.0,77238274773254.94,273.06,55939362.5,20486007.0,0.3,4.85,0.06,0.37,2.29,0.06
WIRE,460208700.0,1.38,0.1201,6684273053.89,115973562622.75,146.81,5725.39,3800.0,0.18,1.38,0.16,2.85,0.21,0.15
SCVL,131648850.0,1.83,0.0892,3592508670.52,168526928931.45,25.38,5983.49,23476.0,0.22,1.83,0.12,0.76,0.12,0.09
CGO,38197175.9,-0.07,0.0761,-301528658.2,-507493861.99,9.61,-54.01,-662.0,0.5,-0.07,0.08,0.0,17.16,0.08
ITIC,56967000.0,0.31,0.0947,1041157534.25,1058789717.07,153.86,558.99,263.0,0.23,0.31,0.18,0.43,0.21,0.14
INVA,225975900.0,0.0,0.0644,,,13.28,,,0.29,0.0,0.37,34.7,0.68,0.36
TURN,12119434.3,5.2,0.0877,-149194756.95,15416753659031.16,5.4623,1486124.05,27206828.000000004,0.25,5.2,0.07,1.07,5.62,0.07
SMED,0.0,0.0,0.011000000000000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SENEB,43355950.0,1.99,0.062400000000000004,3474390400.0,99741812996.84,63.03,58467.36,92661.0,0.09,1.99,0.08,0.06,0.04,0.06
SENEA,43355950.0,1.99,0.057999999999999996,4299988118.81,101178521372.73,67.06,14516.58,21547.0,0.09,1.99,0.08,0.06,0.04,0.06
RGNX,108664000.0,-0.88,0.1015,4746566265.06,2396704689.92,24.26,56.04,131.0,0.12,-0.88,-0.01,2.65,0.27,-0.01
CHY,269179565.7,1.29,0.08289999999999999,-690991691.23,53767634464.68,11.63,729.63,6174.0,0.37,1.29,0.11,0.0,-628.26,0.1
CHI,243955586.2,1.28,0.08289999999999999,-320917337.37,47273305680.69,11.08,658.87,5846.0,0.36,1.28,0.1,0.0,362.66,0.1
FUND,43937247.15,-0.09,0.07,0.0,3121608.5,8.54,0.11,-99.0,0.21,-0.09,0.07,0.25,6.79,0.07
STLD,2731956100.0,0.94,0.1018,52496698113.21,142317558845.91,109.55,717.14,555.0,0.15,0.94,0.17,0.56,0.17,0.14
SBLK,578450500.0,14.87,0.0753,25847831578.95,3.538881141442507e+18,18.76,34613469693.3,184506767988.0,0.35,14.87,0.05,1.55,0.48,0.05
SCHN,143480000.0,-9.35,0.0977,6824177326.57,-1942162467428624.2,34.72,-70307832.31,-202499617.0,0.17,-9.35,0.08,0.11,0.05,0.06
REGN,6864005000.0,0.41,0.0338,-2737423448275.86,410702550261.24,766.39,3884.81,407.0,0.1,0.41,0.26,0.73,0.5,0.22
TROW,2620465000.0,0.13,0.1139,49724663212.44,50556663608.19,126.01,220.58,75.0,0.11,0.13,0.26,0.92,0.4,0.23
TGA,34287300.0,3.48,0.07,2416093333.33,2751770945240.45,3.72,37933.44,1019616.0,0.15,3.48,-0.06,1.14,0.24,-0.04
UFPI,455294000.0,0.39,0.10640000000000001,9973825433.53,6676578099.07,83.21,107.88,30.0,0.1,0.39,0.14,0.37,0.06,0.11
SEIC,464604050.0,0.02,0.0889,13116328871.89,15976218524.4,63.16,114.56,81.0,0.06,0.02,0.27,2.34,0.28,0.23
SWKS,1273555000.0,0.16,0.0915,45484428312.16,26172784244.58,93.96,158.25,68.0,0.1,0.16,0.19,1.34,0.29,0.18
ACHN,-36920.6,-0.09,0.09390000000000001,-729452.01,-1074316.98,0.206,-0.04,-119.0,-0.01,-0.09,,0.22,-4.84,-1.61
ORLY,1839982250.0,0.12,0.0916,69782527941.18,58820960793.54,858.41,872.99,2.0,0.04,0.12,0.3,0.06,0.16,0.16
GSHD,4592550.0,-0.05,0.1074,726221449.28,134070394.4,40.86,6.66,-84.0,0.0,-0.05,-0.05,1.03,0.04,-0.03
MTCH,236064550.0,-0.05,0.0953,18044909090.91,14057306962.75,48.67,49.66,2.0,0.02,-0.05,0.08,0.7,0.09,0.06
PI,-43571000.0,0.2,0.1495,210176313.45,-462232787.77,119.61,-18.92,-115.99999999999999,-0.02,0.2,-0.22,3.49,-0.27,-0.19
NYMX,-10656450.0,0.05,0.011000000000000001,-767410526.32,-1801224229.4,0.2863,-21.24,-7519.0,-0.52,0.05,6.57,0.46,-inf,-3.78
PBPB,-20216400.0,0.62,0.0424,868400000.0,-1164190874.1,5.39,-40.49,-851.0,-0.15,0.62,-0.15,0.21,-0.06,-0.11
LION,0.0,0.0,0.042699999999999995,-156451822.22,-150407175.49,10.15,-11.66,-215.0,-0.0,0.0,-0.0,4.03,0.0,-0.0
CAR,1092250000.0,-1.19,0.0692,312195611285.27,-164679375000.58,217.28,-2917.38,-1443.0,0.1,-1.19,0.01,0.21,0.14,0.01
LFAC,0.0,0.0,0.0029,30210043.01,-1019448477.76,10.21,0.0,-100.0,0.0,0.0,-0.0,2.14,0.0,-0.0
AHPA,0.0,0.0,0.0347,243376286.79,-316964545.87,6.125,-13.78,-325.0,-0.0,0.0,-0.0,0.43,0.0,-0.0
PBYI,-24757100.0,-0.24,0.07919999999999999,,,4.45,,,-0.16,-0.24,-0.46,0.58,-0.12,-0.28
WYNN,-642418100.0,-4.29,0.0909,1427190322.58,1792422130445.36,85.15,15497.61,18100.0,-0.08,-4.29,-0.04,1.96,-0.2,-0.04
MPAC,0.0,0.0,0.0019,17721826.09,-308527855.95,10.5,-55.48,-628.0,-0.01,0.0,-0.02,0.55,0.0,-0.01
ADRA,2757575.1,-166.06,0.0005,9083573.33,-4.405655883623184e+25,10.0848,-3.8310051161940726e+18,-3.79879136541535e+19,0.02,-166.06,-0.32,1.65,inf,0.0
DBX,285430000.0,0.15,0.0588,37060473933.65,81222249957.49,23.33,271.14,1062.0,0.04,0.15,-0.15,0.45,0.16,-0.08
AVHI,0.0,0.0,0.009899999999999999,18917289.04,-218713460.81,10.22,-17.5,-271.0,0.02,0.0,0.03,3.78,0.0,0.03
DAVE,-16994050.0,-2.67,0.0924,5612698.41,-49091996.15,0.4,0.0,-100.0,0.0,-2.67,-0.12,0.47,-0.13,-0.07
DWIN,0.0,0.0,0.1724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHAC,0.0,0.0,0.002,43998662.5,-1602172978.0,10.15,-69.66,-786.0,0.05,0.0,0.07,0.13,0.0,0.06
ARRY,-42842550.0,-0.67,0.086,7205952000.0,-8748923342.52,22.22,-64.79,-392.0,-0.02,-0.67,0.02,1.5,-0.06,-0.01
ACER,-13067894.05,-0.04,0.1118,-1114793.57,-42864508.36,1.5,-3.0,-300.0,-0.72,-0.04,-1.72,0.44,-12.2,-0.95
COOL,4719083.55,-1.22,0.0015,32875280.0,-2073712166.93,10.075,-51.84,-615.0,0.01,-1.22,-0.0,3.31,inf,-0.0
WINA,33931915.0,0.07,0.0867,1015551646.59,1319622116.95,240.55,371.57,54.0,0.05,0.07,1.34,1.14,0.51,0.9
BCRX,-156452700.0,0.17,0.1565,-1218465046.1,-2215064832.39,12.79,-12.31,-196.0,-0.08,0.17,-0.95,4.86,-1.17,-0.54
HYAC,0.0,0.0,0.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCA,0.0,0.0,0.003,100123140.0,-2854102913.0,10.04,-57.08,-669.0,0.01,0.0,0.02,0.03,0.0,0.02
PZZA,102013600.0,2.89,0.09820000000000001,4345930033.0,1979290018566.93,83.12,54430.08,65384.0,0.04,2.89,0.08,0.25,0.06,0.05
AERI,-63588500.0,-0.18,0.044500000000000005,-14041904225.35,-5157483976.46,15.25,-108.91,-814.0,-0.1,-0.18,-0.6,0.3,-0.39,-0.47
XENT,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDWD,-11518350.0,-1.8,0.1092,-125920689.66,-191109004.08,1.5281,-7.01,-559.0,-0.33,-1.8,-0.44,1.03,-0.57,-0.22
NVAX,-1482188350.0,1.13,0.1197,4627476959.06,-138496180405.27,16.52,-1831.76,-11188.0,-1.4,1.13,-2.95,0.63,-1.52,-0.65
BLBD,-245650.0,-0.39,0.0915,-832574476.19,-2070017774.87,12.4,-64.75,-622.0,-0.0,-0.39,0.09,0.09,-0.0,0.05
AVID,35179800.0,0.33,0.08689999999999999,1459115789.47,1253533001.38,29.42,27.84,-5.0,0.03,0.33,0.15,0.29,0.1,0.04
MUDS,0.0,0.0,0.09480000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENN,66362050.0,-3.49,0.11359999999999999,1115136328.63,-10112085537.27,11.56,-159.53,-1480.0,0.11,-3.49,0.18,0.31,0.2,0.14
COMM,-393210000.0,-1.83,0.066,9664761904.76,-12953725538.19,8.58,-63.34,-838.0000000000001,-0.26,-1.83,-0.04,0.17,-0.05,-0.03
LIND,-101325100.0,-1.43,0.1191,1565854545.45,-1797609147.91,9.11,-35.81,-493.0,-0.26,-1.43,-0.08,0.52,-0.81,-0.06
INSG,-40906250.0,1.16,0.0882,-421065069.86,,1.32,,,-0.35,1.16,-0.37,0.62,-0.18,-0.25
DOMO,-86794350.0,-0.07,0.16390000000000002,58260276.2,-435915229.04,15.22,-14.85,-198.0,-0.21,-0.07,-4.61,0.35,-0.4,-0.48
OPTN,-69951600.0,-0.05,0.0584,-3155680632.41,-9833578774.42,1.75,-119.63,-6936.0,-0.57,-0.05,-0.72,1.87,-1.1,-0.54
CCOI,40957250.0,1.39,0.04769999999999999,24730685148.51,17394037516.28,57.51,364.86,534.0,0.02,1.39,0.04,3.95,0.08,0.03
WING,36259300.0,0.2,0.13470000000000001,819415573.77,-272588819.08,163.02,-9.14,-106.0,0.01,0.2,0.17,1.22,0.15,0.14
GOGO,129824750.0,-0.22,0.0739,2108720930.23,1724739296.3,15.87,15.69,-1.0,0.09,-0.22,-0.26,0.77,0.45,-0.1
KPTI,-105474800.0,-0.06,0.052000000000000005,-7126933333.33,-56743149965.54,5.15,-751.09,-14684.0,-0.32,-0.06,-0.68,2.58,-0.59,-0.56
PRTH,1180650.0,-0.41,0.0535,1218395092.02,,5.46,,,0.0,-0.41,-0.01,0.03,0.0,-0.01
MNKD,-68787100.0,0.03,0.11900000000000001,-649102111.8,-1659445023.43,4.82,-6.6,-237.0,-0.07,0.03,-1.62,2.57,-1.07,-0.54
MGI,-32215000.0,0.99,0.0344,-20410000000.0,-7310222693.28,10.94,-79.73,-828.9999999999999,-0.04,0.99,-0.01,1.39,-0.03,-0.01
NTNX,-677907300.0,0.08,0.1065,1765138864.63,-3036618306.4,30.53,-14.14,-146.0,-0.12,0.08,-0.7,0.35,-0.5,-0.41
BNFT,-27341100.0,-0.06,0.11789999999999999,,,10.39,,,-0.09,-0.06,-0.16,0.43,-0.12,-0.12
FPAY,2781857.9,-2.97,0.0308,1406471545.95,-1038042740.27,1.115,-48.51,-4451.0,0.14,-2.97,-0.09,0.4,0.03,-0.04
INSE,-31195000.0,0.38,0.1377,186050251.26,-548003606.73,12.27,-21.95,-279.0,-0.12,0.38,-0.14,0.59,-0.18,-0.1
MINDP,0.0,0.0,0.07,-565066666.67,-955077000.0,6.3305,-78.98,-1348.0,-1.26,0.0,-0.42,0.48,0.0,-0.34
NATH,11556600.0,-0.07,0.011000000000000001,-613707586.21,2763587992.76,67.96,671.56,888.0000000000001,0.05,-0.07,0.19,3.05,0.12,0.16
MMLP,-175950.0,-1.35,0.08439999999999999,1194224390.24,-29393558.04,3.28,-0.76,-123.0,-0.0,-1.35,-0.07,0.0,-0.0,-0.05
EVOP,7355050.0,-1.63,0.0823,3187285906.04,30707534.16,33.75,0.65,-98.0,0.01,-1.63,-0.0,0.7,0.02,-0.0
ICPT,-77712100.0,-0.17,0.0981,-716054757.93,-1631628902.45,14.62,-55.22,-478.0,-0.21,-0.17,-0.58,0.51,-0.25,-0.43
CLMT,-216665000.0,0.66,0.1375,398188976.38,-6388792134.37,15.01,-81.2,-641.0,-0.22,0.66,-0.1,0.04,-0.08,-0.06
CMPR,-46181350.0,-0.56,0.043,-113807616000.0,5200382390.23,31.3,199.29,537.0,-0.07,-0.56,0.01,0.4,-0.02,0.01
ASPS,10040200.0,12.12,0.0708,-1955001273.89,1.1573894667820214e+16,14.8,727721098.56,4917034350.0,0.05,12.12,-0.33,1.79,0.07,-0.25
AMTX,-40074950.0,0.09,0.0989,103397350.99,,5.55,,,-0.26,0.09,-0.9,0.12,-0.22,-0.33
OMEX,-8462935.75,0.25,0.1331,-55624652.63,-111179812.27,3.145,-7.78,-347.0,-0.22,0.25,0.24,0.04,-10.81,-1.32
INTG,-7414550.0,-2.05,0.051399999999999994,234990476.19,-941103057.61,47.51,-427.93,-1001.0,-0.08,-2.05,-0.0,0.86,-0.18,-0.0
ESPR,-228741800.0,0.19,0.0967,,,7.39,,,-0.58,0.19,-1.16,2.85,-3.43,-0.74
PIXY,-25394600.0,0.59,0.1063,-282694978.48,-728481198.52,15.01,-25.37,-269.0,-0.07,0.59,-2.32,0.07,-1.28,-1.65
ALIM,-3716200.0,-0.48,0.1208,-33053968.25,-118152585.84,3.58,-17.03,-576.0,-0.18,-0.48,-0.0,1.31,-0.07,0.0
JACK,140891750.0,0.13,0.0726,5474243478.26,4940521697.46,69.9,235.11,236.0,0.11,0.13,0.12,0.17,0.14,0.1
PMTS,13549850.0,-1.12,0.1033,487096136.01,-189108405.25,24.5,-16.8,-169.0,0.06,-1.12,-0.03,0.32,0.04,-0.02
MIND,-12822250.0,0.02,0.08779999999999999,-327258687.26,-513534032.45,0.46,-37.28,-8204.0,-2.38,0.02,-0.42,0.48,-0.65,-0.34
AAL,-1694050000.0,-1.53,0.0461,173229850746.27,-60846597307.0,13.97,-93.97,-773.0,-0.22,-1.53,-0.04,0.01,-0.07,-0.03
EPZM,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAT,-26845550.0,3.19,0.0641,483186610.88,-1237884477190.33,6.8,-81934.07,-1205013.0,-0.28,3.19,-0.11,0.29,-0.27,-0.05
LJPC,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTIB,-7031639.45,0.33,0.08109999999999999,-106612866.29,,0.5577,,,-2.52,0.33,-1.27,0.01,-0.34,-0.25
AXDX,-66046700.0,-0.03,0.1018,-812521739.13,-1098682196.13,0.75,-15.77,-2203.0,-1.49,-0.03,-0.77,5.74,-6.59,-0.72
ARDS,-35864050.0,0.22,0.1431,-227117348.93,-335414961.37,0.95,-23.87,-2613.0,-3.16,0.22,1.3,0.54,-27.49,-1.2
PRTK,-50221400.0,-0.11,0.08199999999999999,-1191770334.93,-1911229728.24,2.15,-38.08,-1871.0,-0.55,-0.11,-0.5,2.57,-0.45,-0.44
ACRX,-29834150.0,-0.05,0.0705,-954462540.72,-1747474980.87,2.24,-14.65,-754.0,-0.13,-0.05,-0.64,0.68,-12.46,-0.51
LTRPA,152150000.0,1.65,0.0256,-12463492063.49,149116337569.56,0.861,2062.75,239476.00000000003,2.22,1.65,-0.01,2.13,0.2,-0.01
WHLR,-8026550.0,-9.18,0.0974,423456944.44,90339102924821.05,1.7692,9280979.24,524586111.00000006,-0.55,-9.18,-0.02,1.14,-0.15,-0.02
LTRPB,0.0,0.0,0.0776,3756937799.04,-2941130434.78,25.48,-914.52,-3689.0,0.5,0.0,-0.01,2.13,0.0,-0.01
AQST,-59958150.0,0.04,0.3348,-113315120.63,-282881582.82,0.9513,-7.04,-840.0,-1.85,0.04,-1.34,1.28,-1.39,-0.89
BRQS,-47485250.0,0.02,0.5212,-62206418.49,-151701840.05,0.46,-0.94,-304.0,-0.75,0.02,8.12,0.12,-1.89,-0.94
NH,-49520150.0,-0.17,0.0719,-699771428.57,,0.25,,,-2.02,-0.17,-0.54,1.04,-0.93,-0.37
CLVS,-224845400.0,-0.06,0.047400000000000005,-26786157894.74,-9256987391.33,0.3438,-71.22,-20816.0,-5.92,-0.06,-0.72,1.15,-1.78,-0.55
IDXG,-12701550.0,0.17,0.0867,-180864864.86,-302182119.44,1.15,-72.39,-6395.0,-3.11,0.17,-0.68,0.2,-0.36,-0.43
WHLRD,0.0,0.0,0.07,813037333.33,187150500.0,11.5122,inf,inf,-0.88,0.0,-0.02,1.14,0.0,-0.02
NAUH,-21329050.0,0.49,0.0009,121664321.61,-14068413733.59,0.1041,-571.43,-549024.0,-9.79,0.49,-0.4,0.09,-0.67,-0.27
NCMI,-41395000.0,-0.64,0.0055000000000000005,2721637426.9,-38135909900.32,0.4719,-473.47,-100433.0,-1.28,-0.64,-0.02,1.45,-0.42,-0.02
PAVMW,0.0,0.0,0.0046,193983708.47,-2886540241.65,0.0,-inf,-inf,-12.37,0.0,6.19,0.6,0.0,-3.6
HMNY,-124078353.9,7.18,53.9616,-581412.01,-269683381.0,1e-06,-0.13,-13000100.0,-2083.77,7.18,-38.54,0.15,-13.98,-0.54
WHLRP,0.0,0.0,0.07,813037333.33,187150500.0,2.5,inf,inf,-3.74,0.0,-0.02,1.14,0.0,-0.02
AXAS,-37881950.0,-0.23,0.1942,222753954.98,-18436857.54,1.12,-2.19,-296.0,-4.72,-0.23,0.84,0.04,-0.57,-0.39
EVFM,-174413200.0,0.19,0.0019,3933608421.05,-157918582472.81,0.069,-967.96,-1402941.0,-18.23,0.19,-0.48,0.06,-24.89,-10.07
ENDP,0.0,0.0,0.0131,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XELA,-121031500.0,0.26,0.11380000000000001,-1366373983.74,-3920369521.67,0.1782,-15.11,-8579.0,-3.08,0.26,-0.33,0.04,-0.12,-0.2
IFMK,-7043825.899999999,2.72,0.030699999999999998,-258908131.65,-139437674006.33,0.0104,-3844.08,-36962408.0,-21.97,2.72,-0.52,0.02,-0.09,-0.08
IPIC,-19719150.0,0.05,0.08960000000000001,130188709.68,-1368758636.22,0.0001,-191.59,-191590100.0,-6.74,0.05,-0.25,0.2,-0.16,-0.2
ZNWAA,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZN,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIXI,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIV,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIOP,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIONZ,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIONW,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZGNX,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFGN,0.0,0.0,0.0901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBIO,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAGG,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YRIV,0.0,0.0,0.0863,,,0.0004,,,-88.65,0.0,-0.03,0.0,0.0,-0.03
YRCW,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YOGA,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YLDE,0.0,0.0,0.0012,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YLCO,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YIN,0.0,0.0,0.09449999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YGYI,-44189800.0,7.38,0.10769999999999999,-124903870.16,-710076932774055.8,0.0231,-20899921.79,-90475852005.0,-66.24,7.38,-0.45,0.13,-0.35,-0.26
YECO,0.0,0.0,0.0355,,,1.77,0.0,-100.0,0.0,0.0,-1.63,0.5,0.0,-0.4
YDIV,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XT,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XSPL,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XONE,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XOG,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLRN,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLNX,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XGTI,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XCRA,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WTFCW,0.0,0.0,0.08199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSCI,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WRLSW,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WRLSU,0.0,0.0,0.8128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WRLSR,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WRLS,0.0,0.0,0.0467,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOOD,0.0,0.0,0.0043,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WMIH,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WMGIZ,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WMGI,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WLTW,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WINS,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WIN,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WIFI,0.0,0.0,0.0839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WHLRW,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEBK,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEB,0.0,0.0,0.0747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAFDW,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VYMI,0.0,0.0,0.0007000000000000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VXUS,0.0,0.0,0.0009,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VWOB,0.0,0.0,0.0055000000000000005,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VVUS,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTWV,0.0,0.0,0.004,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTWO,0.0,0.0,0.005600000000000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSCH,0.0,0.0,0.010700000000000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSCF,0.0,0.0,0.0004,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
